Class,Object,Vertex Count,Triangles,Quads,Pentagons,Hexagons,7+ sided polygons,Total Faces,Face Types
Insect,m24.obj,163,284,0,0,0,0,284,Triangle
Insect,m25.obj,1249,2494,0,0,0,0,2494,Triangle
Insect,m26.obj,5266,10274,0,0,0,0,10274,Triangle
Insect,m3.obj,486,912,0,0,0,0,912,Triangle
Insect,m4.obj,4346,8216,0,0,0,0,8216,Triangle
Insect,m6.obj,9184,17998,0,0,0,0,17998,Triangle
Insect,m7.obj,265,506,0,0,0,0,506,Triangle
Insect,m8.obj,423,698,0,0,0,0,698,Triangle
Insect,m9.obj,557,894,0,0,0,0,894,Triangle
Jet,m1147.obj,1149,2320,0,0,0,0,2320,Triangle
Jet,m1149.obj,3003,5874,0,0,0,0,5874,Triangle
Jet,m1150.obj,622,1228,0,0,0,0,1228,Triangle
Jet,m1151.obj,858,1660,0,0,0,0,1660,Triangle
Jet,m1152.obj,3726,6881,0,0,0,0,6881,Triangle
Jet,m1153.obj,743,1478,0,0,0,0,1478,Triangle
Jet,m1154.obj,520,1000,0,0,0,0,1000,Triangle
Jet,m1155.obj,3680,5724,0,0,0,0,5724,Triangle
Jet,m1156.obj,1335,2452,0,0,0,0,2452,Triangle
Jet,m1157.obj,1264,2088,0,0,0,0,2088,Triangle
Jet,m1158.obj,336,588,0,0,0,0,588,Triangle
Jet,m1159.obj,3726,6881,0,0,0,0,6881,Triangle
Jet,m1161.obj,1486,1692,0,0,0,0,1692,Triangle
Jet,m1162.obj,2960,5706,0,0,0,0,5706,Triangle
Jet,m1163.obj,1014,2778,0,0,0,0,2778,Triangle
Jet,m1165.obj,448,768,0,0,0,0,768,Triangle
Jet,m1166.obj,349,772,0,0,0,0,772,Triangle
Jet,m1167.obj,2838,3992,0,0,0,0,3992,Triangle
Jet,m1168.obj,500,1106,0,0,0,0,1106,Triangle
Jet,m1169.obj,1198,2237,0,0,0,0,2237,Triangle
Jet,m1171.obj,3110,5622,0,0,0,0,5622,Triangle
Jet,m1172.obj,1965,4928,0,0,0,0,4928,Triangle
Jet,m1173.obj,2572,4856,0,0,0,0,4856,Triangle
Jet,m1174.obj,281,552,0,0,0,0,552,Triangle
Jet,m1175.obj,2344,4592,0,0,0,0,4592,Triangle
Jet,m1176.obj,213,642,0,0,0,0,642,Triangle
Jet,m1177.obj,507,1010,0,0,0,0,1010,Triangle
Jet,m1178.obj,258,572,0,0,0,0,572,Triangle
Jet,m1179.obj,1203,1994,0,0,0,0,1994,Triangle
Jet,m1180.obj,531,1058,0,0,0,0,1058,Triangle
Jet,m1181.obj,412,816,0,0,0,0,816,Triangle
Jet,m1182.obj,179,354,0,0,0,0,354,Triangle
Jet,m1183.obj,520,780,0,0,0,0,780,Triangle
Jet,m1184.obj,182,382,0,0,0,0,382,Triangle
Jet,m1185.obj,152,338,0,0,0,0,338,Triangle
Jet,m1187.obj,299,596,0,0,0,0,596,Triangle
Jet,m1188.obj,279,538,0,0,0,0,538,Triangle
Jet,m1190.obj,142,318,0,0,0,0,318,Triangle
Jet,m1191.obj,1295,2444,0,0,0,0,2444,Triangle
Jet,m1193.obj,1020,2030,0,0,0,0,2030,Triangle
Jet,m1194.obj,757,1188,0,0,0,0,1188,Triangle
Jet,m1195.obj,340,460,0,0,0,0,460,Triangle
Jet,m1196.obj,523,804,0,0,0,0,804,Triangle
Jet,m1197.obj,235,484,0,0,0,0,484,Triangle
Jet,m1198.obj,224,462,0,0,0,0,462,Triangle
Jet,m1199.obj,602,1136,0,0,0,0,1136,Triangle
Jet,m1200.obj,197,450,0,0,0,0,450,Triangle
Jet,m1201.obj,6769,11310,0,0,0,0,11310,Triangle
Jet,m1202.obj,688,1332,0,0,0,0,1332,Triangle
Jet,m1204.obj,277,588,0,0,0,0,588,Triangle
Jet,m1205.obj,369,556,0,0,0,0,556,Triangle
Jet,m1207.obj,412,669,0,0,0,0,669,Triangle
Jet,m1208.obj,308,519,0,0,0,0,519,Triangle
Jet,m1209.obj,244,480,0,0,0,0,480,Triangle
Jet,m1210.obj,577,1145,0,0,0,0,1145,Triangle
Jet,m1211.obj,486,852,0,0,0,0,852,Triangle
Jet,m1212.obj,1173,2513,0,0,0,0,2513,Triangle
Jet,m1213.obj,254,504,0,0,0,0,504,Triangle
Jet,m1214.obj,887,1752,0,0,0,0,1752,Triangle
Jet,m1215.obj,162,308,0,0,0,0,308,Triangle
Jet,m1216.obj,879,1754,0,0,0,0,1754,Triangle
Jet,m1217.obj,305,594,0,0,0,0,594,Triangle
Jet,m1218.obj,274,400,0,0,0,0,400,Triangle
Jet,m1219.obj,185,364,0,0,0,0,364,Triangle
Jet,m1220.obj,437,862,0,0,0,0,862,Triangle
Jet,m1221.obj,372,688,0,0,0,0,688,Triangle
Jet,m1222.obj,332,612,0,0,0,0,612,Triangle
Jet,m1223.obj,1117,2230,0,0,0,0,2230,Triangle
Jet,m1224.obj,559,944,0,0,0,0,944,Triangle
Jet,m1225.obj,183,340,0,0,0,0,340,Triangle
Jet,m1226.obj,161,318,0,0,0,0,318,Triangle
Jet,m1227.obj,265,324,0,0,0,0,324,Triangle
Jet,m1228.obj,329,368,0,0,0,0,368,Triangle
Jet,m1229.obj,3388,6422,0,0,0,0,6422,Triangle
Jet,m1230.obj,2360,4325,0,0,0,0,4325,Triangle
Jet,m1231.obj,79,130,0,0,0,0,130,Triangle
Jet,m1232.obj,203,418,0,0,0,0,418,Triangle
Jet,m1233.obj,233,516,0,0,0,0,516,Triangle
Jet,m1234.obj,236,492,0,0,0,0,492,Triangle
Jet,m1235.obj,193,376,0,0,0,0,376,Triangle
Jet,m1236.obj,396,828,0,0,0,0,828,Triangle
Jet,m1237.obj,212,480,0,0,0,0,480,Triangle
Jet,m1238.obj,196,396,0,0,0,0,396,Triangle
Jet,m1239.obj,428,676,0,0,0,0,676,Triangle
Jet,m1240.obj,182,378,0,0,0,0,378,Triangle
Jet,m1241.obj,480,720,0,0,0,0,720,Triangle
Jet,m1242.obj,380,608,0,0,0,0,608,Triangle
Jet,m1243.obj,282,596,0,0,0,0,596,Triangle
Jet,m1245.obj,215,426,0,0,0,0,426,Triangle
Jet,m1246.obj,366,784,0,0,0,0,784,Triangle
Jet,m1247.obj,777,1546,0,0,0,0,1546,Triangle
Jet,m1248.obj,296,558,0,0,0,0,558,Triangle
Jet,m1249.obj,310,616,0,0,0,0,616,Triangle
Jet,m1250.obj,2539,4970,0,0,0,0,4970,Triangle
Jet,m1251.obj,1198,2237,0,0,0,0,2237,Triangle
Jet,m1252.obj,3072,4854,0,0,0,0,4854,Triangle
Jet,m1253.obj,348,476,0,0,0,0,476,Triangle
Jet,m1255.obj,3167,6441,0,0,0,0,6441,Triangle
Jet,m1256.obj,9398,18363,0,0,0,0,18363,Triangle
Jet,m1257.obj,8812,17370,0,0,0,0,17370,Triangle
Jet,m1258.obj,2178,3588,0,0,0,0,3588,Triangle
Jet,m1259.obj,6769,11310,0,0,0,0,11310,Triangle
Jet,m1260.obj,6906,14563,0,0,0,0,14563,Triangle
Jet,m1261.obj,431,652,0,0,0,0,652,Triangle
Jet,m1262.obj,646,1032,0,0,0,0,1032,Triangle
Jet,m1263.obj,1244,2092,0,0,0,0,2092,Triangle
Jet,m1264.obj,1144,1996,0,0,0,0,1996,Triangle
Jet,m1265.obj,423,680,0,0,0,0,680,Triangle
Jet,m1266.obj,3408,5808,0,0,0,0,5808,Triangle
Jet,m1267.obj,230,335,0,0,0,0,335,Triangle
Jet,m1268.obj,240,376,0,0,0,0,376,Triangle
Jet,m1269.obj,230,272,0,0,0,0,272,Triangle
Jet,m1270.obj,295,452,0,0,0,0,452,Triangle
Jet,m1271.obj,328,524,0,0,0,0,524,Triangle
Jet,m1273.obj,475,924,0,0,0,0,924,Triangle
Jet,m1274.obj,426,684,0,0,0,0,684,Triangle
Jet,m1275.obj,204,272,0,0,0,0,272,Triangle
Jet,m1276.obj,236,256,0,0,0,0,256,Triangle
Jet,m1277.obj,2239,4224,0,0,0,0,4224,Triangle
Jet,m1278.obj,2304,4344,0,0,0,0,4344,Triangle
Jet,m1279.obj,734,1204,0,0,0,0,1204,Triangle
Jet,m1280.obj,249,324,0,0,0,0,324,Triangle
Jet,m1281.obj,415,692,0,0,0,0,692,Triangle
Jet,m1282.obj,368,608,0,0,0,0,608,Triangle
Jet,m1283.obj,275,368,0,0,0,0,368,Triangle
Jet,m1284.obj,6334,11608,0,0,0,0,11608,Triangle
Jet,m1285.obj,802,1408,0,0,0,0,1408,Triangle
Jet,m1286.obj,334,428,0,0,0,0,428,Triangle
Jet,m1287.obj,714,1188,0,0,0,0,1188,Triangle
Jet,m1288.obj,1502,2674,0,0,0,0,2674,Triangle
Jet,m1289.obj,5078,9746,0,0,0,0,9746,Triangle
Jet,m1290.obj,279,372,0,0,0,0,372,Triangle
Jet,m1291.obj,272,444,0,0,0,0,444,Triangle
Jet,m1292.obj,2911,5036,0,0,0,0,5036,Triangle
Jet,m1293.obj,906,1540,0,0,0,0,1540,Triangle
Jet,m1294.obj,257,352,0,0,0,0,352,Triangle
Jet,m1295.obj,204,244,0,0,0,0,244,Triangle
Jet,m1296.obj,250,408,0,0,0,0,408,Triangle
Jet,m1297.obj,640,1044,0,0,0,0,1044,Triangle
Jet,m1298.obj,301,542,0,0,0,0,542,Triangle
Jet,m1299.obj,210,264,0,0,0,0,264,Triangle
Jet,m1300.obj,39,76,0,0,0,0,76,Triangle
Jet,m1301.obj,74,144,0,0,0,0,144,Triangle
Knife,D01015.obj,886,6330,0,0,0,0,6330,Triangle
Knife,D01025.obj,208,1314,0,0,0,0,1314,Triangle
Knife,D01032.obj,560,3336,0,0,0,0,3336,Triangle
Knife,D01051.obj,683,4839,0,0,0,0,4839,Triangle
Knife,D01054.obj,130,780,0,0,0,0,780,Triangle
Knife,D01057.obj,184,1146,0,0,0,0,1146,Triangle
Knife,D01063.obj,885,5346,0,0,0,0,5346,Triangle
Knife,D01075.obj,726,4374,0,0,0,0,4374,Triangle
Knife,D01077.obj,334,1980,0,0,0,0,1980,Triangle
Knife,D01107.obj,976,5823,0,0,0,0,5823,Triangle
Knife,D01119.obj,113,654,0,0,0,0,654,Triangle
Knife,D01120.obj,132,798,0,0,0,0,798,Triangle
Knife,D01132.obj,1058,5913,0,0,0,0,5913,Triangle
Knife,D01150.obj,287,1704,0,0,0,0,1704,Triangle
Knife,D01160.obj,270,1686,0,0,0,0,1686,Triangle
Knife,D01168.obj,692,4152,0,0,0,0,4152,Triangle
Knife,D01174.obj,808,4794,0,0,0,0,4794,Triangle
Knife,D01175.obj,87,498,0,0,0,0,498,Triangle
Knife,D01187.obj,422,1974,0,0,0,0,1974,Triangle
Knife,D01189.obj,131,846,0,0,0,0,846,Triangle
Knife,m722.obj,812,1520,0,0,0,0,1520,Triangle
Knife,m723.obj,5076,10136,0,0,0,0,10136,Triangle
Knife,m724.obj,262,516,0,0,0,0,516,Triangle
Knife,m725.obj,262,516,0,0,0,0,516,Triangle
Knife,m726.obj,417,817,0,0,0,0,817,Triangle
Knife,m727.obj,681,1346,0,0,0,0,1346,Triangle
Knife,m728.obj,463,818,0,0,0,0,818,Triangle
MilitaryVehicle,D00017.obj,27719,49148,0,0,0,0,49148,Triangle
MilitaryVehicle,D00051.obj,855,1624,0,0,0,0,1624,Triangle
MilitaryVehicle,D00100.obj,3225,5588,0,0,0,0,5588,Triangle
MilitaryVehicle,D00173.obj,17299,24950,0,0,0,0,24950,Triangle
MilitaryVehicle,D00272.obj,15903,30266,0,0,0,0,30266,Triangle
MilitaryVehicle,D00334.obj,20392,9976,0,0,0,0,9976,Triangle
MilitaryVehicle,D00458.obj,17962,34011,0,0,0,0,34011,Triangle
MilitaryVehicle,D00529.obj,38226,74093,0,0,0,0,74093,Triangle
MilitaryVehicle,D00577.obj,25763,42389,0,0,0,0,42389,Triangle
MilitaryVehicle,D00611.obj,2625,4483,0,0,0,0,4483,Triangle
MilitaryVehicle,D00723.obj,16287,25582,0,0,0,0,25582,Triangle
MilitaryVehicle,D00761.obj,7768,15408,0,0,0,0,15408,Triangle
MilitaryVehicle,D00778.obj,4449,7133,0,0,0,0,7133,Triangle
MilitaryVehicle,D00799.obj,719,1342,0,0,0,0,1342,Triangle
MilitaryVehicle,D00801.obj,38911,69397,0,0,0,0,69397,Triangle
MilitaryVehicle,D00918.obj,13914,25812,0,0,0,0,25812,Triangle
MilitaryVehicle,D00932.obj,10050,17224,0,0,0,0,17224,Triangle
MilitaryVehicle,D00933.obj,13652,16891,0,0,0,0,16891,Triangle
MilitaryVehicle,D00952.obj,11929,19260,0,0,0,0,19260,Triangle
MilitaryVehicle,D00971.obj,7344,11866,0,0,0,0,11866,Triangle
Monitor,D00007.obj,1552,2568,0,0,0,0,2568,Triangle
Monitor,D00141.obj,1712,3200,0,0,0,0,3200,Triangle
Monitor,D00229.obj,2929,4986,0,0,0,0,4986,Triangle
Monitor,D00336.obj,9494,15561,0,0,0,0,15561,Triangle
Monitor,D00339.obj,1396,2375,0,0,0,0,2375,Triangle
Monitor,D00364.obj,14887,30258,0,0,0,0,30258,Triangle
Monitor,D00387.obj,20399,37916,0,0,0,0,37916,Triangle
Monitor,D00391.obj,1812,3488,0,0,0,0,3488,Triangle
Monitor,D00412.obj,3149,4890,0,0,0,0,4890,Triangle
Monitor,D00444.obj,10283,19638,0,0,0,0,19638,Triangle
Monitor,D00469.obj,230,444,0,0,0,0,444,Triangle
Monitor,D00548.obj,464,883,0,0,0,0,883,Triangle
Monitor,D00659.obj,171,294,0,0,0,0,294,Triangle
Monitor,D00852.obj,6196,11989,0,0,0,0,11989,Triangle
Monitor,D00863.obj,21122,39768,0,0,0,0,39768,Triangle
Monitor,D00915.obj,5124,9779,0,0,0,0,9779,Triangle
Monitor,D00919.obj,1551,2118,0,0,0,0,2118,Triangle
Monitor,D00920.obj,1315,908,0,0,0,0,908,Triangle
Monitor,D00978.obj,16566,33161,0,0,0,0,33161,Triangle
Monitor,D01000.obj,29914,35688,0,0,0,0,35688,Triangle
Monoplane,D00011.obj,597,1032,0,0,0,0,1032,Triangle
Monoplane,D00019.obj,837,1578,0,0,0,0,1578,Triangle
Monoplane,D00043.obj,338,556,0,0,0,0,556,Triangle
Monoplane,D00098.obj,238,374,0,0,0,0,374,Triangle
Monoplane,D00167.obj,593,1000,0,0,0,0,1000,Triangle
Monoplane,D00169.obj,2983,4146,0,0,0,0,4146,Triangle
Monoplane,D00262.obj,524,868,0,0,0,0,868,Triangle
Monoplane,D00301.obj,1264,2088,0,0,0,0,2088,Triangle
Monoplane,D00304.obj,1521,2704,0,0,0,0,2704,Triangle
Monoplane,D00319.obj,1066,1862,0,0,0,0,1862,Triangle
Monoplane,D00402.obj,393,668,0,0,0,0,668,Triangle
Monoplane,D00482.obj,1672,2768,0,0,0,0,2768,Triangle
Monoplane,D00617.obj,7440,14840,0,0,0,0,14840,Triangle
Monoplane,D00688.obj,5849,10232,0,0,0,0,10232,Triangle
Monoplane,D00798.obj,2337,4152,0,0,0,0,4152,Triangle
Monoplane,D00840.obj,2512,4872,0,0,0,0,4872,Triangle
Monoplane,D00864.obj,627,1061,0,0,0,0,1061,Triangle
Monoplane,D00925.obj,713,1344,0,0,0,0,1344,Triangle
Monoplane,D00963.obj,790,1328,0,0,0,0,1328,Triangle
Monoplane,D00995.obj,586,940,0,0,0,0,940,Triangle
Motorcycle,D00021.obj,9543,18238,0,0,0,0,18238,Triangle
Motorcycle,D00039.obj,18315,36384,0,0,0,0,36384,Triangle
Motorcycle,D00054.obj,5300,9454,0,0,0,0,9454,Triangle
Motorcycle,D00224.obj,3920,7453,0,0,0,0,7453,Triangle
Motorcycle,D00269.obj,3061,5544,0,0,0,0,5544,Triangle
Motorcycle,D00288.obj,6697,12510,0,0,0,0,12510,Triangle
Motorcycle,D00342.obj,35829,64374,0,0,0,0,64374,Triangle
Motorcycle,D00345.obj,18397,33774,0,0,0,0,33774,Triangle
Motorcycle,D00395.obj,7334,12538,0,0,0,0,12538,Triangle
Motorcycle,D00396.obj,3397,6096,0,0,0,0,6096,Triangle
Motorcycle,D00476.obj,25632,45963,0,0,0,0,45963,Triangle
Motorcycle,D00521.obj,16542,32576,0,0,0,0,32576,Triangle
Motorcycle,D00544.obj,12097,22065,0,0,0,0,22065,Triangle
Motorcycle,D00594.obj,12312,22067,0,0,0,0,22067,Triangle
Motorcycle,D00703.obj,46694,90616,0,0,0,0,90616,Triangle
Motorcycle,D00768.obj,9288,18420,0,0,0,0,18420,Triangle
Motorcycle,D00858.obj,25404,28454,0,0,0,0,28454,Triangle
Motorcycle,D00880.obj,5713,11152,0,0,0,0,11152,Triangle
Motorcycle,D00886.obj,15288,29064,0,0,0,0,29064,Triangle
Motorcycle,D00945.obj,4481,4590,0,0,0,0,4590,Triangle
Motorcycle,m1479.obj,12097,22065,0,0,0,0,22065,Triangle
Motorcycle,m1480.obj,9543,18238,0,0,0,0,18238,Triangle
Motorcycle,m1481.obj,547,1036,0,0,0,0,1036,Triangle
Motorcycle,m1482.obj,15291,29064,0,0,0,0,29064,Triangle
Motorcycle,m1483.obj,46407,90616,0,0,0,0,90616,Triangle
Motorcycle,m1484.obj,118,180,0,0,0,0,180,Triangle
Mug,D00172.obj,1800,3440,0,0,0,0,3440,Triangle
Mug,D00202.obj,37360,74720,0,0,0,0,74720,Triangle
Mug,D00227.obj,19611,38444,0,0,0,0,38444,Triangle
Mug,D00321.obj,773,1112,0,0,0,0,1112,Triangle
Mug,D00341.obj,7454,14908,0,0,0,0,14908,Triangle
Mug,D00372.obj,785,1505,0,0,0,0,1505,Triangle
Mug,D00427.obj,5682,10944,0,0,0,0,10944,Triangle
Mug,D00684.obj,1723,3446,0,0,0,0,3446,Triangle
Mug,D00685.obj,5703,11040,0,0,0,0,11040,Triangle
Mug,D00705.obj,4158,7584,0,0,0,0,7584,Triangle
Mug,D00728.obj,9616,18513,0,0,0,0,18513,Triangle
Mug,D00745.obj,3238,6460,0,0,0,0,6460,Triangle
Mug,D00747.obj,15266,30524,0,0,0,0,30524,Triangle
Mug,D00760.obj,3266,6520,0,0,0,0,6520,Triangle
Mug,D00770.obj,3300,6592,0,0,0,0,6592,Triangle
Mug,D00825.obj,1166,1800,0,0,0,0,1800,Triangle
Mug,D00833.obj,2021,3960,0,0,0,0,3960,Triangle
Mug,D00908.obj,1404,1696,0,0,0,0,1696,Triangle
Mug,D00913.obj,7135,13344,0,0,0,0,13344,Triangle
Mug,D00923.obj,738,2874,0,0,0,0,2874,Triangle
Mug,m503.obj,799,1550,0,0,0,0,1550,Triangle
Mug,m504.obj,1725,3450,0,0,0,0,3450,Triangle
Mug,m506.obj,8692,17461,0,0,0,0,17461,Triangle
Mug,m507.obj,3330,6592,0,0,0,0,6592,Triangle
Mug,m508.obj,998,1988,0,0,0,0,1988,Triangle
Mug,m509.obj,5894,11748,0,0,0,0,11748,Triangle
MultiSeat,D00036.obj,144,264,0,0,0,0,264,Triangle
MultiSeat,D00046.obj,1191,2354,0,0,0,0,2354,Triangle
MultiSeat,D00053.obj,3214,2964,0,0,0,0,2964,Triangle
MultiSeat,D00145.obj,168,308,0,0,0,0,308,Triangle
MultiSeat,D00146.obj,21992,43920,0,0,0,0,43920,Triangle
MultiSeat,D00237.obj,1940,3840,0,0,0,0,3840,Triangle
MultiSeat,D00245.obj,1672,3296,0,0,0,0,3296,Triangle
MultiSeat,D00263.obj,41265,80270,0,0,0,0,80270,Triangle
MultiSeat,D00273.obj,27775,55260,0,0,0,0,55260,Triangle
MultiSeat,D00285.obj,3770,7440,0,0,0,0,7440,Triangle
MultiSeat,D00289.obj,12463,24874,0,0,0,0,24874,Triangle
MultiSeat,D00329.obj,540,1064,0,0,0,0,1064,Triangle
MultiSeat,D00586.obj,3922,7796,0,0,0,0,7796,Triangle
MultiSeat,D00588.obj,307,435,0,0,0,0,435,Triangle
MultiSeat,D00607.obj,3156,6272,0,0,0,0,6272,Triangle
MultiSeat,D00637.obj,7542,15019,0,0,0,0,15019,Triangle
MultiSeat,D00648.obj,15181,30300,0,0,0,0,30300,Triangle
MultiSeat,D00652.obj,4607,9182,0,0,0,0,9182,Triangle
MultiSeat,D00749.obj,32736,42729,0,0,0,0,42729,Triangle
MultiSeat,D00985.obj,10614,21196,0,0,0,0,21196,Triangle
MultiSeat,m774.obj,264,448,0,0,0,0,448,Triangle
MultiSeat,m775.obj,545,961,0,0,0,0,961,Triangle
MultiSeat,m776.obj,880,1912,0,0,0,0,1912,Triangle
MultiSeat,m777.obj,1051,1860,0,0,0,0,1860,Triangle
MultiSeat,m778.obj,46,90,0,0,0,0,90,Triangle
MultiSeat,m779.obj,660,1268,0,0,0,0,1268,Triangle
MultiSeat,m780.obj,312,468,0,0,0,0,468,Triangle
MultiSeat,m781.obj,352,508,0,0,0,0,508,Triangle
MultiSeat,m782.obj,40,46,0,0,0,0,46,Triangle
MultiSeat,m783.obj,66,120,0,0,0,0,120,Triangle
MultiSeat,m784.obj,24,36,0,0,0,0,36,Triangle
MultiSeat,m829.obj,540,1032,0,0,0,0,1032,Triangle
MultiSeat,m830.obj,238,420,0,0,0,0,420,Triangle
MultiSeat,m831.obj,448,900,0,0,0,0,900,Triangle
MultiSeat,m832.obj,1970,3398,0,0,0,0,3398,Triangle
MultiSeat,m833.obj,350,549,0,0,0,0,549,Triangle
MultiSeat,m834.obj,164,280,0,0,0,0,280,Triangle
MultiSeat,m835.obj,257,390,0,0,0,0,390,Triangle
MultiSeat,m836.obj,28,44,0,0,0,0,44,Triangle
MultiSeat,m837.obj,15969,31050,0,0,0,0,31050,Triangle
MultiSeat,m838.obj,2162,4292,0,0,0,0,4292,Triangle
MultiSeat,m839.obj,540,1064,0,0,0,0,1064,Triangle
MultiSeat,m840.obj,94,180,0,0,0,0,180,Triangle
MultiSeat,m841.obj,36,68,0,0,0,0,68,Triangle
MultiSeat,m843.obj,8085,15128,0,0,0,0,15128,Triangle
Musical_Instrument,m625.obj,3655,7019,0,0,0,0,7019,Triangle
Musical_Instrument,m626.obj,4500,8660,0,0,0,0,8660,Triangle
Musical_Instrument,m627.obj,7445,13529,0,0,0,0,13529,Triangle
Musical_Instrument,m628.obj,10314,20186,0,0,0,0,20186,Triangle
Musical_Instrument,m629.obj,8225,16090,0,0,0,0,16090,Triangle
Musical_Instrument,m630.obj,4694,9011,0,0,0,0,9011,Triangle
Musical_Instrument,m631.obj,47076,93366,0,0,0,0,93366,Triangle
Musical_Instrument,m632.obj,1033,1932,0,0,0,0,1932,Triangle
Musical_Instrument,m633.obj,524,1728,0,0,0,0,1728,Triangle
Musical_Instrument,m634.obj,1372,2253,0,0,0,0,2253,Triangle
Musical_Instrument,m635.obj,13705,25330,0,0,0,0,25330,Triangle
Musical_Instrument,m637.obj,8636,16931,0,0,0,0,16931,Triangle
Musical_Instrument,m638.obj,3884,7584,0,0,0,0,7584,Triangle
Musical_Instrument,m639.obj,23238,45776,0,0,0,0,45776,Triangle
Musical_Instrument,m640.obj,3712,7346,0,0,0,0,7346,Triangle
Musical_Instrument,m641.obj,1864,3600,0,0,0,0,3600,Triangle
Musical_Instrument,m643.obj,1331,2392,0,0,0,0,2392,Triangle
Musical_Instrument,m644.obj,20116,39589,0,0,0,0,39589,Triangle
Musical_Instrument,m645.obj,362,266,0,0,0,0,266,Triangle
Musical_Instrument,m646.obj,227,358,0,0,0,0,358,Triangle
Musical_Instrument,m647.obj,3645,6480,0,0,0,0,6480,Triangle
NonWheelChair,D00037.obj,2936,5336,0,0,0,0,5336,Triangle
NonWheelChair,D00101.obj,10766,20160,0,0,0,0,20160,Triangle
NonWheelChair,D00170.obj,678,1266,0,0,0,0,1266,Triangle
NonWheelChair,D00185.obj,261,434,0,0,0,0,434,Triangle
NonWheelChair,D00240.obj,1474,2920,0,0,0,0,2920,Triangle
NonWheelChair,D00306.obj,5160,8440,0,0,0,0,8440,Triangle
NonWheelChair,D00357.obj,10676,20200,0,0,0,0,20200,Triangle
NonWheelChair,D00419.obj,20239,33404,0,0,0,0,33404,Triangle
NonWheelChair,D00443.obj,10328,20392,0,0,0,0,20392,Triangle
NonWheelChair,D00445.obj,1882,1356,0,0,0,0,1356,Triangle
NonWheelChair,D00480.obj,5063,10066,0,0,0,0,10066,Triangle
NonWheelChair,D00481.obj,932,364,0,0,0,0,364,Triangle
NonWheelChair,D00512.obj,345,546,0,0,0,0,546,Triangle
NonWheelChair,D00694.obj,730,1412,0,0,0,0,1412,Triangle
NonWheelChair,D00707.obj,2921,2568,0,0,0,0,2568,Triangle
NonWheelChair,D00741.obj,4133,6272,0,0,0,0,6272,Triangle
NonWheelChair,D00853.obj,3512,7012,0,0,0,0,7012,Triangle
NonWheelChair,D00914.obj,1931,3784,0,0,0,0,3784,Triangle
NonWheelChair,D00928.obj,2006,3976,0,0,0,0,3976,Triangle
NonWheelChair,D00936.obj,3120,6196,0,0,0,0,6196,Triangle
NonWheelChair,m785.obj,960,1788,0,0,0,0,1788,Triangle
NonWheelChair,m786.obj,641,1246,0,0,0,0,1246,Triangle
NonWheelChair,m787.obj,1373,2678,0,0,0,0,2678,Triangle
NonWheelChair,m788.obj,320,612,0,0,0,0,612,Triangle
NonWheelChair,m789.obj,2446,4808,0,0,0,0,4808,Triangle
NonWheelChair,m790.obj,2912,5694,0,0,0,0,5694,Triangle
NonWheelChair,m791.obj,2288,4508,0,0,0,0,4508,Triangle
NonWheelChair,m793.obj,81,98,0,0,0,0,98,Triangle
NonWheelChair,m794.obj,678,1232,0,0,0,0,1232,Triangle
NonWheelChair,m795.obj,3018,5984,0,0,0,0,5984,Triangle
NonWheelChair,m796.obj,12172,24253,0,0,0,0,24253,Triangle
NonWheelChair,m797.obj,867,1719,0,0,0,0,1719,Triangle
NonWheelChair,m798.obj,369,599,0,0,0,0,599,Triangle
NonWheelChair,m799.obj,938,1784,0,0,0,0,1784,Triangle
NonWheelChair,m800.obj,116,190,0,0,0,0,190,Triangle
NonWheelChair,m801.obj,8188,16268,0,0,0,0,16268,Triangle
NonWheelChair,m804.obj,326,552,0,0,0,0,552,Triangle
NonWheelChair,m805.obj,151,290,0,0,0,0,290,Triangle
NonWheelChair,m806.obj,472,904,0,0,0,0,904,Triangle
NonWheelChair,m807.obj,104,184,0,0,0,0,184,Triangle
NonWheelChair,m808.obj,842,1344,0,0,0,0,1344,Triangle
NonWheelChair,m809.obj,120,180,0,0,0,0,180,Triangle
NonWheelChair,m810.obj,775,1494,0,0,0,0,1494,Triangle
NonWheelChair,m811.obj,257,434,0,0,0,0,434,Triangle
NonWheelChair,m812.obj,257,434,0,0,0,0,434,Triangle
NonWheelChair,m813.obj,257,434,0,0,0,0,434,Triangle
NonWheelChair,m814.obj,341,546,0,0,0,0,546,Triangle
NonWheelChair,m815.obj,341,546,0,0,0,0,546,Triangle
NonWheelChair,m816.obj,341,546,0,0,0,0,546,Triangle
NonWheelChair,m817.obj,368,688,0,0,0,0,688,Triangle
NonWheelChair,m818.obj,76,120,0,0,0,0,120,Triangle
NonWheelChair,m819.obj,398,664,0,0,0,0,664,Triangle
NonWheelChair,m820.obj,132,208,0,0,0,0,208,Triangle
NonWheelChair,m821.obj,349,680,0,0,0,0,680,Triangle
NonWheelChair,m822.obj,967,1906,0,0,0,0,1906,Triangle
NonWheelChair,m823.obj,440,812,0,0,0,0,812,Triangle
NonWheelChair,m824.obj,678,1266,0,0,0,0,1266,Triangle
NonWheelChair,m826.obj,600,1144,0,0,0,0,1144,Triangle
NonWheelChair,m827.obj,88,132,0,0,0,0,132,Triangle
NonWheelChair,m828.obj,713,1378,0,0,0,0,1378,Triangle
PianoBoard,D00008.obj,2078,12900,0,0,0,0,12900,Triangle
PianoBoard,D00065.obj,1178,6072,0,0,0,0,6072,Triangle
